% デバイス,CC2250005
% ファイル名,CC2250005_20230926_055111
% 観測時間（UTC）,2023-09-26 05:51:11
% 観測時間（現地）,2023-09-26 14:51:11
% サンプルタイプ,キャスト
% キャストデータ,処理
% 位置情報,GPS
% デフォルト緯度,32
% デフォルト高度,0
% 開始緯度,32.814472
% 開始経度,129.7701475
% 開始高度,31.091999053955078
% 開始GPS水平エラー(m),45.840999603271484
% 開始GPS垂直エラー(m),25.643999099731445
% 開始GPS衛星数,5
% 終了緯度,32.814565
% 終了経度,129.7701088
% 終了高度,41.965999603271484
% 終了GPS水平エラー(m),50.083000183105469
% 終了GPS垂直エラー(m),32.398998260498047
% 終了時のGPS衛星数,5
% 観測時間 (sec),82.2
% １秒あたりのサンプル,5
% 電子校正日,0001-01-01
% 電導率校正日,2023-01-20
% 水温校正日,2023-01-18
% 水圧校正日,2022-12-16
% 
水圧 (dbar),水深 (m),水温 (℃),電導率 (μS/cm),25℃換算電導率 (μS/cm),塩分濃度 (PSS),音速 (m/s),密度 (kg/m³)
0.15,0.15005702567772664,28.627319229521852,53618.710937500007,49991.973967610611,32.74141514753299,1540.3305983706823,1020.4953113051398
0.44999999999999996,0.45015627895885996,28.585389228331522,53626.13059523415,50038.015369011337,32.7752971352742,1540.2797241239987,1020.535800655405
0.74999999999999989,0.75024325436970407,28.520801177351707,53640.578081905514,50111.897525746019,32.82971011668355,1540.2007666635823,1020.5991230849442
1.05,1.0503157319619823,28.476964988733613,53635.4127202235,50148.145777834696,32.85638375691795,1540.1379033248486,1020.6348038402113
1.35,1.3503847184939475,28.480367783295616,53616.268374670173,50127.056522802195,32.840771705148669,1540.1340211655629,1020.623259197649
1.65,1.650453898449274,28.474560763497962,53624.930374983313,50140.599202067686,32.850666371000166,1540.1367592211589,1020.6338766763982
1.9500000000000002,1.9505172758155627,28.440847618979113,53623.881586666663,50171.249124819777,32.873198520938118,1540.0916195697737,1020.6631216754088
2.25,2.2505746415205587,28.404198315997725,53584.741181690857,50169.034337548568,32.871539037963977,1540.0145511125861,1020.6751623348025
2.55,2.5506258377320332,28.365855540197639,53578.165252576437,50198.919056229577,32.893507542778195,1539.958506169347,1020.7054835179536
2.85,2.8506692672651339,28.322389518420433,53548.877638735219,50212.376191652613,32.903384330013466,1539.8783927517957,1020.7283921846204
3.15,3.1507074210643036,28.287200874779266,53514.754869492972,50213.516558364965,32.9041788600204,1539.8068382458087,1020.7417675757387
3.4499999999999997,3.4507372138040897,28.238962591805624,53518.137945030205,50262.19082757592,32.939978053253625,1539.7432518693449,1020.7856721232132
3.75,3.7507563005322151,28.198483754863314,53506.100485158415,50289.121708536455,32.959757029963079,1539.6798088884077,1020.8150063468975
4.05,4.0507664803955707,28.169284099101937,53516.951607250332,50326.9439433305,32.987545673421906,1539.6496244119376,1020.8466729222985
4.35,4.3507661788896375,28.132003213930162,53530.680420808465,50375.176148801576,33.023006032955287,1539.6095999879915,1020.8867266610546
4.6499999999999995,4.650753515084606,28.102071928850545,53564.837323689462,50435.731957369724,33.06754254433875,1539.5953298402073,1020.9312003009646
