% デバイス,CC2250005
% ファイル名,CC2250005_20230926_055543
% 観測時間（UTC）,2023-09-26 05:55:43
% 観測時間（現地）,2023-09-26 14:55:43
% サンプルタイプ,キャスト
% キャストデータ,処理
% 位置情報,GPS
% デフォルト緯度,32
% デフォルト高度,0
% 開始緯度,32.8144401
% 開始経度,129.7701405
% 開始高度,32.209999084472656
% 開始GPS水平エラー(m),17.9060001373291
% 開始GPS垂直エラー(m),23.885000228881836
% 開始GPS衛星数,6
% 終了緯度,
% 終了経度,
% 終了高度,
% 終了GPS水平エラー(m),
% 終了GPS垂直エラー(m),
% 終了時のGPS衛星数,
% 観測時間 (sec),108.4
% １秒あたりのサンプル,5
% 電子校正日,0001-01-01
% 電導率校正日,2023-01-20
% 水温校正日,2023-01-18
% 水圧校正日,2022-12-16
% 
水圧 (dbar),水深 (m),水温 (℃),電導率 (μS/cm),25℃換算電導率 (μS/cm),塩分濃度 (PSS),音速 (m/s),密度 (kg/m³)
0.15,0.15006297817272715,28.64983882251331,53577.706804541791,49932.775177377378,32.697814916926639,1540.3339548874085,1020.4551939992011
0.44999999999999996,0.45017371725167954,28.604901333864937,53581.5970437779,49978.262911126454,32.731292760189731,1540.276137221538,1020.4963716741053
0.74999999999999989,0.75027834276689609,28.567372246362048,53559.243054165796,49992.412179415056,32.741696284853042,1540.2101744852041,1020.5177915714585
1.05,1.0503759312397121,28.540424109201265,53564.725550451447,50022.69447959603,32.7639459527119,1540.1796972507364,1020.5446203641018
1.35,1.3504643631431001,28.508293684816692,53579.148378538732,50066.209076054081,32.795941742204015,1540.1480741524388,1020.5804590175167
1.65,1.6505445494262159,28.479004201459507,53568.741012057108,50083.89910389838,32.80892759188842,1540.102654114939,1020.6010945550478
1.9500000000000002,1.9506196122400108,28.460174264952943,53563.788319178944,50096.9077033985,32.8184490865482,1540.0764667290569,1020.6156984925974
2.25,2.25068757034241,28.415899072084471,53554.896018438507,50130.108215689172,32.842869513447987,1540.010102315186,1020.6498134335473
2.55,2.55074524667906,28.360956608044873,53532.580047256066,50160.813683000313,32.865462997550104,1539.9182642619394,1020.6860329685103
2.85,2.8507921879182363,28.305362554262292,53511.079085008176,50192.960446086894,32.889110038382285,1539.8259163498849,1020.7232369896497
3.15,3.1508269435816616,28.244754579066296,53498.489808708524,50238.2725130843,32.92244611974786,1539.7325188307714,1020.7693313679571
3.4499999999999997,3.4508495704586712,28.197951247995828,53490.556175976744,50275.015222500646,32.9494540911536,1539.6627304140866,1020.8061549878206
3.75,3.7508638056140162,28.173784439876567,53488.489771222645,50295.921509688589,32.96478144663584,1539.6305471814658,1020.8268245597823
4.05,4.0508700385149368,28.142687565023088,53501.0561182666,50337.175789994653,32.995096706210319,1539.5987853086381,1020.861001707207
4.35,4.35086582054525,28.107674962382756,53513.2541058049,50381.846073763751,33.027930041249476,1539.5609578220883,1020.8983389746512
4.6499999999999995,4.6508524379325182,28.082250781944055,53518.2021846175,50410.637638995649,33.04906322157931,1539.5319818917703,1020.9237660623144
4.9499999999999993,4.9508320003838389,28.070650619402315,53541.003938247908,50443.138828482377,33.072925207517649,1539.5364780518394,1020.9467472608301
5.2499999999999991,5.250805955383111,28.059107823898167,53549.682424861319,50462.290661380284,33.086953559876548,1539.5307378352341,1020.9623235586278
5.55,5.5507756411573954,28.050252481742987,53559.475576127443,50479.94408184928,33.099877630860469,1539.5297850418501,1020.9761967782346
5.85,5.8507416924769542,28.046709468148642,53572.920202377718,50495.988101340226,33.111615286103977,1539.5393560727225,1020.987452824023
6.1499999999999995,6.1507040354957967,28.0467263886149,53598.15721651855,50519.759526595408,33.129047123063131,1539.5628175640277,1021.0018294305419
6.4499999999999993,6.4506636935935271,28.049719143042051,53608.920578222089,50527.054095868276,33.13433739674803,1539.5800840895729,1021.0061191973203
6.7499999999999991,6.7506225457273006,28.049628036645494,53609.463349349258,50527.652439256548,33.134693691567982,1539.5853170689732,1021.0077048815414
7.0499999999999989,7.0505800967203216,28.044116794661793,53612.795649498032,50536.043287361768,33.140793362004075,1539.5845861827552,1021.0153657245595
7.35,7.3505353800543753,28.038453331587245,53616.844894382804,50545.25681506921,33.147499336673086,1539.5841549647914,1021.0235313119531
7.6499999999999995,7.650488797241298,28.031109296958981,53611.94308226346,50547.63495710789,33.149168054916807,1539.57468796928,1021.0284589177563
7.9499999999999993,7.9504400113121143,28.021349870750775,53613.694106392206,50558.590300968739,33.157157888285326,1539.5665201554771,1021.0389188111658
8.25,8.250384488314209,28.005877083207757,53654.623358972392,50611.956929555425,33.196407272068775,1539.5786109569112,1021.0747152248802
8.5499999999999989,8.5503202191523791,27.986038945544845,53666.072667582877,50641.710284040033,33.218254107113161,1539.5626624028835,1021.0988555194667
8.85,8.8502508924718466,27.978730951062136,53672.232114760278,50654.509037163181,33.227603621317904,1539.5613493901892,1021.1095395038839
9.1499999999999986,9.1501797127176427,27.979200154707303,53675.0988789985,50656.7659782132,33.229182526259756,1539.5691144077987,1021.111861794983
9.45,9.4501077879805422,27.980545065272235,53680.959382108435,50661.010863490825,33.232227093126035,1539.5803687576331,1021.1150009187574
9.75,9.7500352865332651,27.980435653745257,53680.688728206471,50660.860056944162,33.232030908720482,1539.5849778929198,1021.1161774471469
10.049999999999999,10.049962609350096,27.9809104220415,53679.903911071429,50659.665418602475,33.2310652607605,1539.5900731303191,1021.1165863165082
10.35,10.34988981634927,27.982454872962148,53681.555142689496,50659.746959067495,33.231040559840757,1539.5985352557987,1021.1173548578178
10.649999999999999,10.649816470507529,27.98335553670492,53687.159945311767,50664.175005034624,33.234220123445766,1539.6089451813552,1021.120739474725
10.95,10.949742340186448,27.984529027018013,53691.223161115566,50666.887247159633,33.236134808597313,1539.6186275546995,1021.123085285673
11.25,11.249667279272144,27.984186888370107,53696.700812913805,50672.383560443093,33.240101870287681,1539.62710809454,1021.127464861368
11.549999999999999,11.549591263427795,27.986596308316415,53703.101554603651,50676.119336027987,33.242771338938404,1539.6403297263551,1021.1299764166409
11.994737679826143,11.994215733858647,27.990116356030029,53706.061314688071,50675.545750690333,33.242222837377525,1539.6550653469506,1021.1303314534347
