% デバイス,CC2250005
% ファイル名,CC2250005_20230926_055344
% 観測時間（UTC）,2023-09-26 05:53:44
% 観測時間（現地）,2023-09-26 14:53:44
% サンプルタイプ,キャスト
% キャストデータ,処理
% 位置情報,GPS
% デフォルト緯度,32
% デフォルト高度,0
% 開始緯度,32.8144757
% 開始経度,129.7701072
% 開始高度,38.020999908447266
% 開始GPS水平エラー(m),16.8439998626709
% 開始GPS垂直エラー(m),17.006000518798828
% 開始GPS衛星数,6
% 終了緯度,32.8144043
% 終了経度,129.770123
% 終了高度,23.313999176025391
% 終了GPS水平エラー(m),115.43900299072266
% 終了GPS垂直エラー(m),87.596000671386719
% 終了時のGPS衛星数,4
% 観測時間 (sec),100.2
% １秒あたりのサンプル,5
% 電子校正日,0001-01-01
% 電導率校正日,2023-01-20
% 水温校正日,2023-01-18
% 水圧校正日,2022-12-16
% 
水圧 (dbar),水深 (m),水温 (℃),電導率 (μS/cm),25℃換算電導率 (μS/cm),塩分濃度 (PSS),音速 (m/s),密度 (kg/m³)
0.15,0.15005833389071971,28.628649778560145,53607.9375,49980.689166475691,32.733109747333465,1540.324786350815,1020.4886422524
0.44999999999999996,0.45016033856371795,28.595735273194617,53602.427523821352,50006.24326785763,32.751897874152327,1540.2777538894791,1020.5148440415807
0.74999999999999989,0.7502566381429856,28.567513120015374,53626.243677431747,50054.81919357054,32.7876152454025,1540.2586780464496,1020.5522025701395
1.05,1.0503435071553402,28.546721698105262,53642.451243410949,50089.388801284054,32.813012958021886,1540.244972502057,1020.579374963394
1.35,1.3504240352697914,28.525465642570079,53636.887495062765,50104.083029596353,32.823784002980879,1540.2148728437464,1020.5957212777278
1.65,1.6504989284766243,28.502201434746503,53639.69722475762,50128.495450957111,32.841710397220851,1540.1878654808638,1020.6180934691836
1.9500000000000002,1.9505648074698649,28.467373773160947,53656.36286226222,50176.733095123651,32.877193721210453,1540.1539432843013,1020.6574299202345
2.25,2.25061975203197,28.422032504537789,53648.195694106973,50211.675949946286,32.902905276082954,1540.0866365421985,1020.692868781869
2.55,2.5506674419701363,28.374603221086385,53595.755707464654,50207.170145567383,32.899570574438222,1539.9840951274734,1020.7071741894524
2.85,2.8507096417269127,28.343887843612837,53588.3472565434,50229.135354407648,32.915697537016996,1539.9386152828279,1020.7306111252716
3.15,3.1507472112258603,28.3192055189972,53561.898548635312,50227.585001760424,32.914501505599695,1539.8881387384217,1020.7390665504609
3.4499999999999997,3.4507807456129216,28.273329590617664,53521.882490987853,50233.280801369285,32.918660154478722,1539.7965765178933,1020.7584553463894
3.75,3.7508028902252515,28.196958986870879,53507.364992631519,50291.751644898774,32.961694756107946,1539.6784816397328,1020.8169581711629
4.05,4.05080751052309,28.135873385466148,53522.781279503259,50364.074089109577,33.014911063777255,1539.6045765018371,1020.8780995034064
4.35,4.3507990793172269,28.110212848331461,53532.437467987562,50397.4985195991,33.039458489959145,1539.5787140707764,1020.906171749779
4.6499999999999995,4.6507839145878842,28.087899174215647,53528.483203017051,50414.957114196179,33.052243252387768,1539.5478403191426,1020.9243182546936
4.9499999999999993,4.9507624868525912,28.066576402154062,53539.038132031987,50445.159422286328,33.0744149209365,1539.5290203330437,1020.9491902602447
5.2499999999999991,5.2507328195632486,28.043822127297037,53560.136120850671,50486.686265098469,33.104931133078551,1539.5157940855652,1020.9807930728507
5.55,5.5506971654214476,28.034571006789324,53560.968300541484,50496.277507066829,33.11191509400323,1539.5076987943114,1020.9903324681962
5.85,5.8506588164272415,28.027629955743578,53564.908149898,50506.602119124342,33.119439031531478,1539.5052915275398,1020.9995268525679
6.1499999999999995,6.1506178077268379,28.023375957946126,53573.435592607893,50518.695410018809,33.128266057947251,1539.5102155775855,1021.0088273279048
6.4499999999999993,6.4505739008136773,28.022996802510889,53591.195577181614,50535.804093445557,33.140788973278632,1539.5276289861765,1021.0196457471174
6.7499999999999991,6.7505285745219856,28.019128916851574,53581.064368990243,50529.936518779788,33.136380611339959,1539.5194629706591,1021.0188788593764
7.0499999999999989,7.05047982104931,28.014780264093154,53618.520609163825,50569.407570929405,33.165384854119125,1539.5454371903998,1021.0433666992126
7.35,7.3504252183683052,28.001809848024337,53625.097467990745,50587.987110019072,33.178994051749441,1539.5360567859684,1021.0590895023875
7.6499999999999995,7.6503659061507632,27.982524457129745,53623.2808354366,50604.686530957311,33.191217098702879,1539.5111851349232,1021.0758196665685
7.9499999999999993,7.9503025507692548,27.97625236947966,53632.100566374174,50619.002069380389,33.201683702772335,1539.5133474552065,1021.0870062970736
8.25,8.2502360114050752,27.966148252484732,53634.073906614547,50630.521263266,33.210088733295059,1539.5048224135123,1021.0978872875554
8.5499999999999989,8.5501648018523433,27.94794463959602,53642.754535775748,50656.1254652179,33.228875373161245,1539.4892360568726,1021.1191940857848
8.85,8.8500887898658966,27.943644449201472,53655.916984552263,50672.670480811154,33.240986769594159,1539.4975054551924,1021.1309762488985
9.1499999999999986,9.1500104618777467,27.943741221007006,53662.101318083434,50678.418336624272,33.245139316785405,1539.5071572446773,1021.1353531285757
9.45,9.4499311579569074,27.944350867118121,53665.836168952512,50681.361930043495,33.247224559153771,1539.5157694453744,1021.1380105199
9.75,9.7498510881840748,27.943997616555691,53668.5508892256,50684.263849811119,33.249278864929913,1539.5222087133188,1021.1409569249557
10.049999999999999,10.049769901280895,27.945457162631683,53678.246940321806,50692.023279201487,33.254914975255524,1539.5364536222933,1021.1460063672887
10.35,10.349687689961554,27.949723317474628,53687.301195898624,50696.488888149281,33.25812332860859,1539.5543762368234,1021.1483214752191
10.649999999999999,10.649605091331935,27.9516178193138,53689.414866155086,50696.670920762859,33.258172861935783,1539.5636971769438,1021.1490325722114
10.95,10.949522175670522,27.951042234382605,53689.644725004255,50697.439048840904,33.258653967933384,1539.5679838918329,1021.1508691264393
11.25,11.249438388570827,27.951366047959787,53696.41016113996,50703.517367715649,33.263050518781739,1539.57839717449,1021.155355510016
11.549999999999999,11.549353171361778,27.952476988897409,53706.669155507247,50712.140592373013,33.26932376943212,1539.5925380605008,1021.1609964505519
11.946107312857386,11.945347235505668,27.957891747580415,53709.717483616529,50709.833521715365,33.267511524056474,1539.6093379269596,1021.1595793292549
